
SERVER_NAME   ,OWNER               ,VIEW_NAME                                         ,                   TEXT_LENGTH,TEXT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,OBJECT_TYPE                                                                                                                                                                                                                                                                              
--------------,--------------------,--------------------------------------------------,------------------------------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,------------------------------                                                                                                                                                                                                                                                           
AMIDALA.MQUBE.,WMSYS               ,ALL_WM_RIC_INFO                                   ,                           281,select /*+ ORDERED */ ct_owner, ct_name, pt_owner, pt_name, ric_name,                                                                                                                                                                                                                                                                                                                                                                                                                                               ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,ALL_VERSION_HVIEW                                 ,                            97,select version, parent_version, workspace                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$ALL_LOCKS_VIEW                                 ,                           572,select t.table_owner, t.table_name,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,ALL_WM_LOCKED_TABLES                              ,                           213,select /*+ ORDERED */ t.table_owner, t.table_name, t.Lock_mode, t.Lock_owner, t.                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,USER_WM_LOCKED_TABLES                             ,                           151,select t.table_owner, t.table_name, t.Lock_mode, t.Lock_owner, t.Locking_state                                                                                                                                                                                                                                                                                                                                                                                                                                      ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$VERSION_VIEW                                   ,                           646,select vht1.version, vht2.version parent_vers, vht1.workspace from                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$VER_BEF_INST_PARVERS_VIEW                      ,                           137,(select parent_vers                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURRENT_PARVERS_VIEW                           ,                           933,select vht.version parent_vers                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURRENT_NEXTVERS_VIEW                          ,                           980,select /*+ INDEX(nvt WM$NEXTVER_TABLE_NV_INDX) */ nvt.next_vers, nvt.version                                                                                                                                                                                                                                                                                                                                                                                                                                        ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$VER_BEF_INST_NEXTVERS_VIEW                     ,                           166,select next_vers                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURCONFLICT_PARVERS_VIEW                       ,                           126,select version, vtid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURCONFLICT_NEXTVERS_VIEW                      ,                           173,select version, next_vers, workspace, split, cpv.vtid                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$PARCONFLICT_PARVERS_VIEW                       ,                           446,(select version, vtid,  decode(sign(mt.version - wt.sync_parver), -1, 'NO','YES'                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$PARCONFLICT_NEXTVERS_VIEW                      ,                           188,select version, next_vers, workspace, split, ppv.vtid, ppv.afterSync                                                                                                                                                                                                                                                                                                                                                                                                                                                ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURRENT_WORKSPACE_VIEW                         ,                           440,select "WORKSPACE","PARENT_WORKSPACE","CURRENT_VERSION","PARENT_VERSION","POST_V                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$PARENT_WORKSPACE_VIEW                          ,                           435,select "WORKSPACE","PARENT_WORKSPACE","CURRENT_VERSION","PARENT_VERSION","POST_V                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURRENT_HIERARCHY_VIEW                         ,                           161,select "VERSION","PARENT_VERSION","WORKSPACE" from wmsys.wm$version_hierarchy_ta                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$PARENT_HIERARCHY_VIEW                          ,                           156,select "VERSION","PARENT_VERSION","WORKSPACE" from wmsys.wm$version_hierarchy_ta                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURCONFLICT_HIERARCHY_VIEW                     ,                           170,select "VERSION","PARENT_VERSION","WORKSPACE" from wmsys.wm$version_hierarchy_ta                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$PARCONFLICT_HIERARCHY_VIEW                     ,                           225,select "VERSION","PARENT_VERSION","WORKSPACE" from wmsys.wm$version_hierarchy_ta                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURRENT_SAVEPOINTS_VIEW                        ,                           219,select "WORKSPACE","SAVEPOINT","VERSION","POSITION","IS_IMPLICIT","OWNER","CREAT                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$MODIFIED_TABLES_VIEW                           ,                            82,select table_name, version, workspace from wmsys.wm$modified_tables                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$CURRENT_VER_VIEW                               ,                           476,(select current_version                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$DIFF1_HIERARCHY_VIEW                           ,                           409,select "VERSION","PARENT_VERSION","WORKSPACE" from wmsys.wm$version_hierarchy_ta                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$DIFF2_HIERARCHY_VIEW                           ,                           379,select version from wmsys.wm$version_hierarchy_table                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$BASE_HIERARCHY_VIEW                            ,                           224,select -1 version from dual union all                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$DIFF1_NEXTVER_VIEW                             ,                           132,select next_vers from wmsys.wm$nextver_table                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$DIFF2_NEXTVER_VIEW                             ,                           132,select next_vers from wmsys.wm$nextver_table                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$BASE_NEXTVER_VIEW                              ,                           131,select next_vers from wmsys.wm$nextver_table                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$MW_PARVERS_VIEW                                ,                           192,select unique parent_vers from wmsys.wm$version_view where                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$MW_NEXTVERS_VIEW                               ,                           382,select nvt.next_vers                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,ALL_WM_VT_ERRORS                                  ,                          1232,select vt.owner,vt.table_name,vt.state,vt.sql_str,et.status,et.error_msg                                                                                                                                                                                                                                                                                                                                                                                                                                            ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,USER_WM_VT_ERRORS                                 ,                           452,select vt.owner,vt.table_name,vt.state,vt.sql_str,et.status,et.error_msg from                                                                                                                                                                                                                                                                                                                                                                                                                                       ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$PARVERS_VIEW                                   ,                           434,(select version                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$VERSIONS_IN_LIVE_VIEW                          ,                           122,(select version                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$TABLE_PARVERS_VIEW                             ,                           933,(select table_name,version                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$TABLE_NEXTVERS_VIEW                            ,                           214,select /*+ INDEX(v1 WM$NEXTVER_TABLE_NV_INDX) USE_NL(v1 v2) */ v2.table_name, v1                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$TABLE_VERSIONS_IN_LIVE_VIEW                    ,                           125,(select table_name,version                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$TABLE_WS_PARVERS_VIEW                          ,                           444,(select table_name,version                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$REPLICATION_INFO                               ,                            98,select groupName, masterdefsite writerSite                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,USER_REMOVED_WORKSPACES                           ,                           298,select owner, workspace_name, workspace_id, parent_workspace_name, parent_worksp                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,ALL_REMOVED_WORKSPACES                            ,                          1048,select owner, workspace_name, workspace_id, parent_workspace_name, parent_worksp                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,DBA_REMOVED_WORKSPACES                            ,                           273,select owner, workspace_name, workspace_id, parent_workspace_name, parent_worksp                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM$WORKSPACE_SESSIONS_VIEW                        ,                           226,select st.username, wt.workspace, st.sid, st.saddr                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,DBA_WORKSPACE_SESSIONS                            ,                           235,select sut.username,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,ALL_WORKSPACES                                    ,                          2120,select asp.workspace, asp.workspace_lock_id workspace_id, asp.parent_workspace,                                                                                                                                                                                                                                                                                                                                                                                                                                     ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,DBA_WORKSPACES                                    ,                          1781,select asp.workspace, asp.workspace_lock_id workspace_id, asp.parent_workspace,                                                                                                                                                                                                                                                                                                                                                                                                                                     ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM_COMPRESS_BATCH_SIZES                           ,                          1389,select /*+ RULE */ vt.owner, vt.table_name,                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,WMSYS               ,WM_INSTALLATION                                   ,                           238,select "NAME","VALUE" from WMSYS.WM$ENV_VARS union                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,SMXMSGLOGVIEW                                     ,                          1857,SELECT DIALOGSERVER.SMXMSGLOG.BILLING_TYPE,                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,PREMIUMAUTHTXCONTROLVIEW                          ,                          1978,SELECT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,VZWPRODUCTCATEGORYVIEW                            ,                           370,SELECT PC.PRODUCT_CATEGORY, C.INTERNAL_PRODUCT_CODE, C.CARRIER_PRODUCT_DESCRIPTI                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,REPORTS             ,CONNECTIONMSGTOTALVIEW                            ,                           774,SELECT MESSAGE_DATE, M.CONNECTION_ID, CONNECTION_NAME, SHORT_CODE, M.SERVICE_COD                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,REPORTS             ,GATEWAYMSGTOTALVIEW                               ,                           557,SELECT MESSAGE_DATE, M.CONNECTION_ID, CONNECTION_NAME, M.SERVICE_CODE,                                                                                                                                                                                                                                                                                                                                                                                                                                              ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,REPORTS             ,PREMIUMMSGTOTALVIEW                               ,                           522,SELECT MESSAGE_DATE, M.SERVICE_CODE, M.CARRIER_ID, CARRIER_NAME,                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,REPORTS             ,IPCPROGRAMVIEW                                    ,                           623,SELECT P.PROGRAM_ID, P.NAME, NVL(P.CP_COMPANY_NAME,O.ORGANIZATION_NAME) CP_COMPA                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,CAMPAIGNAPP         ,SUBSCRIBERLISTROUTINGVIEW                         ,                           459,SELECT LIST_ID, SUBSCRIBER_ID, to_number(SUBSTR(subscriber_id,5,7)||'000') prefi                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,CAMPAIGNAPP         ,V_FEEDDELIVERY                                    ,                            44,SELECT MAX(ENTRY_DATE)-1 FROM FEEDDELIVERY                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DBSNMP              ,MGMT_RESPONSE_BASELINE                            ,                           235,SELECT b.instance_number, s.sql_text, s.hash_value, v.address, s.t_per_exec                                                                                                                                                                                                                                                                                                                                                                                                                                         ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QADIALOGSUBMITTAGLOG                              ,                           256,select "MESSAGE_DATE_NTZ","MESSAGE_DATE","HOST_ID","INSTANCE_ID","SUBSCRIBER_ID"                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,SMX                 ,CARRIEROCNVIEW                                    ,                           293,SELECT C.CARRIER_ID, CARRIER_NAME, O.OCN,                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,SMX                 ,SMSROUTINGRANGEVIEW                               ,                           312,SELECT l.prefix, l.from_range, l.to_range, l.ocn, l.emaildomain, l.wapdomain, l.                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,SMX                 ,LNPOCNCACHE_EXPIRATION_VIEW                       ,                            95,select mdn,expiration_date,status, o.company_name from lnpocncache L, ocn O                                                                                                                                                                                                                                                                                                                                                                                                                                         ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,CMPADMIN            ,PVCPCOVERRIDE                                     ,                            85,SELECT CARRIER_ID,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QAMMG                                             ,                           159,SELECT DIALOGSERVER.MMGMSGLOG.DEST_ADDRESS, DIALOGSERVER.MMGMSGLOG.MESSAGE_DATE,                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QASMX                                             ,                           159,SELECT DIALOGSERVER.SMXMSGLOG.DEST_ADDRESS, DIALOGSERVER.SMXMSGLOG.MESSAGE_DATE,                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QAPREM                                            ,                           149,SELECT DIALOGSERVER.PREMIUMAUTHTXCONTROL.MESSAGE_DATE, DIALOGSERVER.PREMIUMAUTHT                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QASUB                                             ,                           368,SELECT SUBSCRIPTIONS.SUBSCRIPTION.CARRIER_ID,                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QAPROGSTATS                                       ,                           264,select "MESSAGE_DATE_NTZ","MESSAGE_DATE","HOST_ID","INSTANCE_ID","SERVICE_CODE",                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,CMPADMIN            ,PVMANAGEDOPT                                      ,                           362,SELECT TMP.ROUTING_CARRIER_ID,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,CMPADMIN            ,PVMANAGEDSC                                       ,                          1088,SELECT SC.SHORTCODE,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,TSEDIALOGSUBMITTAGLOG                             ,                           689,SELECT DIALOGSERVER.DIALOGSUBMITTAGLOG.ADDITIONAL_PARAMETERS, DIALOGSERVER.DIALO                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,TSEMMGMSGLOG                                      ,                          1660,SELECT DIALOGSERVER.MMGMSGLOG.CARRIER_ID, DIALOGSERVER.MMGMSGLOG.DEST_ADDRESS, D                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,TSEPREMIUMAUTHTXCONTROL                           ,                          1867,SELECT DIALOGSERVER.PREMIUMAUTHTXCONTROL.AUTH_CONFIRMATION_DATE, DIALOGSERVER.PR                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,TSEPROGRAMTRGSTATSLOG                             ,                           697,SELECT DIALOGSERVER.PROGRAMTRGSTATSLOG.ADDITIONAL_PARAMETERS, DIALOGSERVER.PROGR                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,DIALOGSERVER        ,TSESMXMSGLOG                                      ,                          1600,SELECT DIALOGSERVER.SMXMSGLOG.BILLING_ID, DIALOGSERVER.SMXMSGLOG.BILLING_TYPE, D                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,SUBSCRIPTIONS       ,TSESUBSCRIPTION                                   ,                          1332,SELECT SUBSCRIPTIONS.SUBSCRIPTION.BILLING_COUNT, SUBSCRIPTIONS.SUBSCRIPTION.CARR                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,SUBSCRIPTIONS       ,TSESUBSCRIPTIONEVENTLOG                           ,                           860,SELECT SUBSCRIPTIONS.SUBSCRIPTIONEVENTLOG.AFTER_STATE, SUBSCRIPTIONS.SUBSCRIPTIO                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,MMSGW               ,TSEMMSGWLOG                                       ,                           912,SELECT MMSGW.MMSGWLOG.BEFORE_SEND_DATE, MMSGW.MMSGWLOG.CARRIER_ID, MMSGW.MMSGWLO                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,CMPADMIN            ,PVCARRIERCONFIG                                   ,                           119,SELECT INTERNAL_PRODUCT_CODE,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QASUBEVENT                                        ,                           446,SELECT SUBSCRIPTIONS.SUBSCRIPTION.INTERNAL_PRODUCT_CODE, SUBSCRIPTIONS.SUBSCRIPT                                                                                                                                                                                                                                                                                                                                                                                                                                    ,VIEW                                                                                                                                                                                                                                                                                     
AMIDALA.MQUBE.,QAUSER              ,QAPREMIUMAUTHTXCONTROLBWS                         ,                          1886,SELECT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,VIEW                                                                                                                                                                                                                                                                                     
